Code,Maternal,Paternal
4692,2349-1,3492-5
4693,2349-1,4005-3
4694,2349-1,4270-3
4695,2349-1,Sulfur
4696,2420-1,1645
4697,2420-1,1664-1N
4698,2420-1,2500-1
4699,2420-1,2548-1
4700,2420-1,2769-1
4701,2500-1,953-10
4702,2500-1,1645
4703,2500-1,1664-1N
4704,2500-1,1925-88
4705,2500-1,2769-1
4706,2500-1,1931-17
4707,2500-1,2894-209
4708,2500-1,3439-36
4709,2500-1,OK-2
4710,2500-1,PE74-03
4711,2500-1,Sulfur
4712,2500-22,1645
4713,2500-22,2420-1
4714,2500-22,2769-1
4715,2500-22,N35
4716,2500-22,NA
4717,2500-22,NA
4718,2512-27,1928-14
4719,2512-27,4061-1
4720,2512-27,4384-1
4721,2548-1,2894-209
4722,2548-1,2933-18
4723,2548-1,3000-1
4724,2548-1,N35
4725,2548-1,0439-006 Lime
4726,2580-5,907-2
4727,2580-5,953-10
4728,2580-5,953-36
4729,2580-5,1931-17
4730,2580-5,3439-36
4731,2580-5,3472-1
4732,2591-1,2279-1
4733,2591-2,2279-1
4734,2591-2,Sulfur
4735,2591-3,562
4736,2591-3,1320-1
4737,2591-3,1516-9
4738,2591-3,1863-3
4739,2591-3,1928-1
4740,2591-3,2279-1
4741,2596-7,2894-165
4742,2601-1,953-10
4743,2601-1,1252-1
4744,2601-1,1519-1
4745,2601-1,1863-3
4746,3439-36,3468-1
4747,2601-1,2349-1
4748,2601-1,4005-3
4749,2601-1,N35
4750,2601-1,NA
4751,2619--1,2894-165
4752,2619-8,1926-1
4753,2619-8,1931-17
4754,2619-89,953-36
4755,2619-89,1859-55
4756,2619-89,1928-14
4757,2619-89,2601-1
4758,2619-89,2769-1
4759,2619-89,2894-165
4760,2619-89,3000-1
4761,2619-89,3454-1
4762,2619-89,3492-5
4763,2619-89,Sulfur
4764,2619-96,1859-21
4765,2619-96,1866-7
4766,2619-96,2648-14
4767,2619-96,N45
4768,2619-96,NA
4769,2643-15,1850-1
4770,2643-15,2619-8
4771,2648-14,1857-1
4772,2648-14,1866-7
4773,2648-14,1892-2
4774,2648-14,1925-35
4775,2648-14,1926
4776,2648-14,1926-39
4777,2648-14,NA
4778,2648-14,NA
4779,2711-3,953-10
4780,2711-3,N35
4781,2719-5,888-9
4782,2719-5,4005-3
4783,2719-5,4061-1
4784,2760-3,1859-55
4785,2760-3,N35
4786,2769-1,337-70
4787,2769-1,953-36
4788,2769-1,1859-55
4789,2769-1,2500-1
4790,2769-1,2500-22
4791,2769-1,2719-5
4792,2769-1,2894-165
4793,2769-1,2894-209
4794,2769-1,3000-1
4795,2769-1,3468-1
4796,2769-1,4120-2
4797,2769-1,N35
4798,2769-13,2894-209
4799,2733-1,4040-6
4800,2773-1,3439-36
4801,2773-1,3492-5
4802,2822-3,3454-1
4803,2822-3,N35
4804,2860-14,953-10
4805,2860-14,1664-1N
4806,2860-14,1928-17
4807,2860-14,2769-1
4808,2860-14,N35
4809,2861-6,953-61
4810,2861-30,1664-1N
4811,2861-30,1928-17
4812,2861-30,2500-1
4813,2861-30,2548-1
4814,2861-30,2769-1
4815,2861-30,2894-209
4816,2861-30,3000-1
4817,2861-30,N35
4818,2868-2,1892-2
4819,2868-2,4384-1
4820,2868-2,NA
4821,2879-1B,953-10
4822,2894-33,4040-6
4823,2894-104,1863-3
4824,2894-104,1925-9
4825,2894-104,3386-1
4826,2894-131,907-2
4827,2894-131,2548-1
4828,2894-131,2769-1
4829,2894-131,2933-18
4830,2894-131,3000-1
4831,2894-131,4040-6
4832,2894-131,N35
4833,2894-131,0439-006 Lime
4834,2894-131,Sulfur
4835,2894-154,2769-1
4836,2894-165,953-36
4837,2894-165,1080-18
4838,2894-165,2548-1
4839,2894-165,2733-1
4840,2894-165,2769-1
4841,2894-209,848-6
4842,2894-209,953-36
4843,2894-209,953-61
4844,2894-209,967-5
4845,2894-209,1645
4846,2894-209,1931-17
4847,2894-209,2548-1
4848,2894-209,2769-13
4849,2894-209,2894-165
4850,2894-209,3439-36
4851,2894-209,N35
4852,2912-3,848-6
4853,2912-3,953-61
4854,2933-18,2548-1
4855,2977-7,2868-2
4856,2991-1,2894-165
4857,3000-1,967-5
4858,3000-1,1859-55
4859,3000-1,1863-3
4860,3000-1,1925-9
4861,3000-1,1925-88
4862,3000-1,1928-14
4863,3000-1,1931-17
4864,3000-1,1971-1
4865,3000-1,2033-3
4866,3000-1,2349-1
4867,3000-1,2500-22
4868,3000-1,2548-1
4869,3000-1,2769-1
4870,3000-1,2894-165
4871,3000-1,4005-3
4872,3000-1,4040-6
4873,3000-1,N35
4874,3000-1,NA
4875,3047-5,953-10
4876,3047-5,1925-88
4877,3047-5,1928-17
4878,3047-5,1931-17
4879,3047-5,2548-1
4880,3047-5,2580-5
4881,3047-5,3439-36
4882,3089-2,953-36
4883,3372-3,NA
4884,3283-1,1252-1
4885,3283-1,1519-1
4886,3283-1,3439-36
4887,3283-1,3492-5
4888,3283-1,N35
4889,3382-2,1080-18
4890,3382-2,2548-1
4891,3382-2,2894-209
4892,3382-2,3047-5
4893,3382-2,N35
4894,3386-2,2349-1
4895,3386-2,953-36
4896,3386-2,3000-1
4897,3415-15,1859-55
4898,3415-15,1863-3
4899,3418-5,1080-18
4900,3418-5,1645
4901,3418-5,1664-1N
4902,3420-1,735
4903,3420-1,4005-3
4904,3420-1,5000
4905,3420-1,N35
4906,3439-36,364-29
4907,3439-36,1080-18
4908,3439-36,1358-2
4909,3439-36,1519-1
4910,3439-36,1892-2
4911,3439-36,1925-88
4912,3439-36,1928-17
4913,3439-36,2500-1
4914,3439-36,2548-1
4915,3439-36,2769-1
4916,3439-36,2894-209
4917,3439-36,2920-4
4918,3439-36,3000-1
4919,3439-36,3047-5
4920,3439-36,4005-3
4921,3439-36,4384-1
4922,3439-36,NA
4923,3439-36,Sulfur
4924,3439-38,953-36
4925,3439-38,1358-2
4926,3439-38,4005-3
4927,3439-38,4384-1
4928,3441-13,NA
4929,3441-19,NA
4930,3444-22,NA
4931,3454-1,2894-209
4932,3454-1,N35
4933,3458-1,1664-1N
4934,3458-1,2500-1
4935,3458-1,2500-22
4936,3462-2,NA
4937,3468-1,NA
4938,3468-1,2500-22
4939,3468-1,2769-1
4940,3472-1,2769-1
4941,3570-1,2894-165
4942,3492-5,953-10
4943,3492-5,1252-1
4944,3492-5,1519-1
4945,3492-5,1863-3
4946,3492-5,2868-2
4947,3492-5,2894-71
4948,3492-5,3283-1
4949,3492-5,3439-36
4950,3492-5,3439-38
4951,3492-5,3454-1
4952,3492-5,4005-3
4953,4005-3,953-36
4954,4005-3,1358-2
4955,4005-3,1519-1
4956,4005-3,2719-5
4957,4005-3,2894-104
4958,4005-3,3492-5
4959,4005-3,4061-1
4960,4005-3,4384-1
4961,4005-3,NA
4962,4005-3,Sulfur
4963,4040-6,2733-1
4964,4040-6,3000-1
4965,4051-8,4005-3
4966,4061-1,1863-3
4967,4061-1,1892-2
4968,4061-1,2719-5
4969,4061-1,2868-2
4970,4061-1,4005-3
4971,4061-1,4120-2
4972,4116-1,1252-1
4973,4116-1,1519-1
4974,4116-1,1859-55
4975,4116-1,1863-3
4976,4116-1,1892-2
4977,4116-1,1928-14
4978,4116-1,2033-3
4979,4116-1,2349-1
4980,4116-1,2868-2
4981,4116-1,3283-1
4982,4116-1,3439-36
4983,4116-1,3492-5
4984,4116-1,4005-3
4985,4116-1,4040-6
4986,4116-1,N35
4987,4116-1,N45
4988,4116-1,NA
4989,4120-1,953-10
4990,4120-2,953-10
4991,4120-2,1080-18
4992,4120-2,2879-1B
4993,4120-2,4061-1
4994,4123-2,2894-165
4995,4123-2,4040-6
4996,4263-4,4040-6
4997,4289-4,4005-3
4998,4307-1,2349-1
4999,4384-1,1925-9
5001,4384-1,2719-5
5002,4384-1,2868-2
5003,4384-1,4005-3
5004,N35,337-70
5005,N35,953-10
5006,N35,1080-7
5007,N35,1080-17
5008,N35,1252-1
5009,N35,1519-1
5010,N35,1664-1N
5011,N35,1859-55
5012,N35,1925-35
5013,N35,1928-14
5014,N35,2500-22
5015,N35,2548-1
5016,N35,2591-1
5017,N35,2601-1
5018,N35,2711-3
5019,N35,2769-1
5020,N35,2860-14
5021,N35,2894-209
5022,N35,3000-1
5023,N35,3047-5
5024,N35,3439-36
5025,N35,3454-1
5026,N35,3492-5
5027,N35,3582-3
5028,N35,4270-3
5029,N35,4307-1
5030,N35,OK-2
5031,N35,NA
5032,N35,0439-006 Lime
5033,N35,Sulfur
5034,N35P,NA
5035,N45,1252-1
5036,N45,1519-1
5037,OK-2,138-1
5038,OK-2,953-61
5039,OK-2,1664-1N
5040,OK-2,1863-3
5041,OK-2,2500-1
5042,OK-2,2548-1
5043,OK-2,2591-1
5044,OK-2,2894-209
5045,OK-2,3458-1
5046,OK-2,N35
5047,OK-2,Sulfur
5048,PDM P4,1835-1V
5049,PDM P4,Sulfur
5050,PE 74-03,1664-1N
5051,0439-006 Lime,848-6
5052,0439-006 Lime,1931-17
5053,0439-006 Lime,2548-1
5054,0439-006 Lime,OK-2
5055,Sulfur,967-5
5056,Sulfur,1645
5057,Sulfur,1664-1N
5058,Sulfur,1859-55
5059,Sulfur,1863-3
5060,Sulfur,1925-9
5061,Sulfur,1925-88
5062,Sulfur,1931-17
5063,Sulfur,2548-1
5064,Sulfur,3439-36
5065,Sulfur,4005-3
5066,Sulfur,N35
5067,Tanzania,1664-1N
5068,Tanzania,1835-1V
5069,Tanzania,Sulfur
5070,851-317,953-62
5071,953-36,4350-1
5072,953-38,4350-1
5073,1928-14,953-36
5074,1928-14,4040-6
5075,2733-1,953-61
5076,2769-1,2733-1
5077,2879-1B,4350-1
5078,2879-1B,NA
5079,2894-33,0439-006
5080,2894-71,3000-1
5081,2894-131,2601-1
5082,2991-1,338-1
5083,3575-4,2601-1
5084,3575-4,2733-1
5085,3575-4,3000-1
5086,3575-4,NA
5087,4038-3,953-62
5088,4038-10,2733-1
5089,4038-10,0439-006
5090,4061-1,953-62
5091,4061-1,1080-18
5092,4120-1,4350-1
5093,4263-2,953-61
5094,4263-2,2894-71
5095,4263-2,2894-165
5096,4263-2,4040-6
5097,4263-2,953-61
5098,4263-4,2601-1
5099,4263-5,4303-3
5100,4263-5,0439-006
5101,4270-3,953-36
5102,4303-3,2601-1
5103,4303-3,4040-6
5104,4350-1,953-10
5105,4350-1,2879-1B
5106,4350-1,4120-2
5107,2601-1,1925-9
5108,DM01-200,1650
5109,1928-14,851
5110,Sulfur,851
5111,138-1 ,851
5112,Picadito ,851
5113,N35,851
5114,Whitestar ,851
5115,Jasper,851
5116,97A-04 ,851
5117,Tib4 ,NA
5118,NA,NA
5119,97A-45,NA
5120,NA,NA
5121,05-557,2894-104
5122,97-079 03 SSR,2719-5
5123,97-433,2648-14
5124,338-1,364-2
5125,338-1,953-61
5126,338-1,1080-18
5127,338-1,2500-22
5128,338-1,2879-1B
5129,338-1,4120-1
5130,338-1,4350-1
5131,338-1,4970-1
5132,364-2,2500-22
5133,364-2,2894-165
5134,364-2,2894-209
5135,364-2,3439-36
5136,364-2,4350-1
5137,735,4005-3
5138,735,(138-1 x 851-82N)
5139,778-1,953-10
5140,778-1,953-36
5141,778-1,1925-9
5142,778-1,2500-22
5143,778-1,2719-5
5144,778-1,4005-3
5145,845-36,2894-209
5146,848-6,953-10
5147,848-6,1080-18
5148,851-316,2500-22
5149,851-317,848-6
5150,851-317,953-62
5151,851-317,2719-5
5152,851-317,3439-36
5153,851-317,4005-3
5154,851-317,NA
5155,866-3,2894-165
5156,866-3,4040-6
5157,866-5,2500-22
5158,866-5,2719-5
5159,888-9,953-61
5160,888-9,2500-22
5161,888-9,4005-3
5162,888-9,4120-1
5163,953-10,848-6
5164,953-10,953-36
5165,953-10,1080-18
5166,953-10,2500-22
5167,953-36,848-6
5168,953-36,953-10
5169,953-36,2894-165
5170,953-36,4350-1
5171,953-38,1080-18
5172,953-38,4350-1
5173,953-61,4350-1
5174,953-62,4050-5
5175,1033-6,1863-3
5176,1033-6,2779-1
5177,1033-6,2894-104
5178,1033-6,3386-2
5179,1080-18,953-10
5180,1080-18,4350-1
5181,1080-18,4384-1
5182,1080-18,4970-1
5183,1252-1,1519-1
5184,1252-1,1859-55
5185,1252-1,2719-5
5186,1252-1,2868-2
5187,1252-1,4005-3
5188,1252-1,N35
5189,1311-4,953-10
5190,1358-2,953-10
5191,1358-2,953-61
5192,1358-2,2500-22
5193,1358-2,2879-1B
5194,1358-2,4005-3
5195,1358-2,NA
5196,1519-1,953-10
5197,1519-1,953-36
5198,1519-1,1859-55
5199,1519-1,1863-3
5200,1519-1,1925-9
5201,1519-1,1925-35
5202,1519-1,2349-1
5203,1519-1,2719-5
5204,1519-1,2868-2
5205,1519-1,3144-1
5206,1519-1,3147-18
5207,1519-1,3492-5
5208,1519-1,4005-3
5209,1519-1,4040-6
5210,1519-1,4076-1
5211,1519-1,4120-1
5212,1519-1,4248-3
5213,1519-1,N35
5214,1519-1,N45
5215,1519-1,NA
5216,1859-55,1863-3
5217,1859-55,1928-14
5218,1859-55,1931-17
5219,1859-55,2349-1
5220,1859-55,2601-1
5221,1859-55,2709-3
5222,1859-55,2769-1
5223,1859-55,2822-3
5224,1859-55,2894-104
5225,1859-55,2894-209
5226,1859-55,3000-1
5227,1859-55,4040-6
5228,1859-55,4307-1
5229,1859-55,NA
5230,1859-55,Sulfur
5231,1863-3,97-079 03 SSR
5232,1863-3,845-36
5233,1863-3,848-6
5234,1863-3,1033-6
5235,1863-3,1859-55
5236,1863-3,1866-7
5237,1863-3,1925-9
5238,1863-3,1925-35
5239,1863-3,2500-1
5240,1863-3,2500-22
5241,1863-3,2601-1
5242,1863-3,2648-14
5243,1863-3,2719-5
5244,1863-3,2779-1
5245,1863-3,2868-2
5246,1863-3,2894-104
5247,1863-3,2894-209
5248,1863-3,3000-1
5249,1863-3,3386-1
5250,1863-3,3386-2
5251,1863-3,3415-15
5252,1863-3,3439-36
5253,1863-3,3582-2
5254,1863-3,4005-3
5255,1863-3,4040-6
5256,1863-3,4050-5
5257,1863-3,4351-1
5258,1863-3,4384-1
5259,1863-3,N35P
5260,1863-3,NA
5261,1866-7,1859-55
5262,1866-7,1863-3
5263,1866-7,1925-9
5264,1866-7,1925-35
5265,1866-7,2500-1
5266,1866-7,2500-22
5267,1866-7,2648-14
5268,1866-7,2719-5
5269,1866-7,2779-1
5270,1866-7,2868-2
5271,1866-7,3439-36
5272,1866-7,4005-3
5273,1866-7,4040-6
5274,1866-7,NA
5275,1892-2,866-5
5276,1892-2,4005-3
5277,1925-9,97-079 03 SSR
5278,1925-9,851-317
5279,1925-9,953-36
5280,1925-9,953-61
5281,1925-9,1311-4
5282,1925-9,1358-2
5283,1925-9,1519-1
5284,1925-9,1863-3
5285,1925-9,1866-7
5286,1925-9,1925-35
5287,1925-9,2500-1
5288,1925-9,2500-22
5289,1925-9,2619-83
5290,1925-9,2648-14
5291,1925-9,2719-5
5292,1925-9,2779-1
5293,1925-9,2868-2
5294,1925-9,2879-1B
5295,1925-9,3439-36
5296,1925-9,3439-38
5297,1925-9,4005-3
5298,1925-9,4040-6
5299,1925-9,4350-1
5300,1925-9,4384-1
5301,1925-9,NA
5302,1925-9,Sulfur
5303,1925-35,97-079 03 SSR
5304,1925-35,1252-1
5305,1925-35,1519-1
5306,1925-35,1863-3
5307,1925-35,1925-9
5308,1925-35,2500-1
5309,1925-35,2500-22
5310,1925-35,2648-14
5311,1925-35,2719-5
5312,1925-35,2769-1
5313,1925-35,2779-1
5314,1925-35,2868-2
5315,1925-35,3439-36
5316,1925-35,4005-3
5317,1925-35,4040-6
5318,1925-35,4116-1
5319,1925-35,NA
5320,1925-88,953-36
5321,1925-88,2894-209
5322,1925-88,3000-1
5323,1925-88,4307-1
5324,1928-14,953-36
5325,1928-14,2349-1
5326,1928-14,2894-165
5327,1928-14,4040-6
5328,1928-14,N35
5329,1931-17,1863-3
5330,1931-17,2894-209
5331,1931-17,NA
5332,1941-1,2822-3
5333,2349-1,953-36
5334,2349-1,953-62
5335,2349-1,1928-14
5336,2349-1,2601-1
5337,2349-1,2719-5
5338,2349-1,2822-3
5339,2349-1,2879-1B
5340,2349-1,2894-165
5341,2349-1,2894-209
5342,2349-1,3000-1
5343,2349-1,4040-6
5344,2349-1,4050-5
5345,2349-1,4263-4
5346,2349-1,4270-3
5347,2349-1,NA
5348,2500-1,953-36
5349,2500-1,1863-3
5350,2500-1,NA
5351,2500-1,1866-7
5352,2500-1,1925-9
5353,2500-1,1925-35
5354,2500-1,2648-14
5355,2500-1,2719-5
5356,2500-1,2779-1
5357,2500-1,2868-2
5358,2500-1,3439-36
5359,2500-1,4005-3
5360,2500-1,4040-6
5361,2500-22,97-079 03 SSR
5362,2500-22,364-2
5363,2500-22,848-6
5364,2500-22,866-5
5365,2500-22,888-9
5366,2500-22,953-10
5367,2500-22,953-36
5368,2500-22,953-61
5369,2500-22,953-62
5370,2500-22,1080-18
5371,2500-22,1311-4
5372,2500-22,1358-2
5373,2500-22,1863-3
5374,2500-22,1866-7
5375,2500-22,1925-9
5376,2500-22,1925-35
5377,2500-22,2648-14
5378,2500-22,2719-5
5379,2500-22,2769-1
5380,2500-22,2868-2
5381,2500-22,3439-36
5382,2500-22,4005-3
5383,2500-22,4050-5
5384,2500-22,4061-1
5385,2500-22,4120-1
5386,2500-22,4120-2
5387,2500-22,4350-1
5388,2500-22,4384-1
5389,2500-22,N35
5390,2500-22,NA
5391,2500-22,NA
5392,2500-22,Sulfur
5393,2512-27,953-61
5394,2512-27,1519-1
5395,2512-27,1925-9
5396,2512-27,1925-35
5397,2512-27,2719-5
5398,2512-27,3439-36
5399,2512-27,4005-3
5400,2512-27,4384-1
5401,2601-1,953-10
5402,2601-1,1859-55
5403,2601-1,1863-3
5404,2601-1,1925-9
5405,2601-1,1925-88
5406,2601-1,1928-14
5407,2601-1,2349-1
5408,2601-1,2500-22
5409,2601-1,2648-14
5410,2601-1,2894-209
5411,2601-1,3386-2
5412,2601-1,3439-36
5413,2601-1,4005-3
5414,2601-1,4040-6
5415,2601-1,N35
5416,2601-1,NA
5417,2619-89,953-36
5418,2619-89,2769-1
5419,2619-89,2822-3
5420,2619-89,2894-209
5421,2619-89,3000-1
5422,2619-96,953-61
5423,2619-96,1519-1
5424,2619-96,3283-1
5425,2619-96,3492-5
5426,2619-96,N35
5427,2619-96,N45
5428,2619-98,2719-5
5429,2619-98,4005-3
5430,2619-98,N35
5431,2619-98,N45
5432,2626-2,1925-35
5433,2626-2,2349-1
5434,2626-2,2500-22
5435,2626-2,2601-1
5436,2626-2,2719-5
5437,2626-2,2868-2
5438,2648-14,953-36
5439,2648-14,1863-3
5440,2648-14,1866-7
5441,2648-14,1925-9
5442,2648-14,1925-35
5443,2648-14,2500-1
5444,2648-14,2500-22
5445,2648-14,2719-5
5446,2648-14,2779-1
5447,2648-14,2868-2
5448,2648-14,3439-36
5449,2648-14,4005-3
5450,2648-14,4040-6
5451,2648-14,4116-1
5452,2648-14,NA
5453,2709-3,1859-55
5454,2719-5,97-079 03 SSR
5455,2719-5,888-9
5456,2719-5,1252-1
5457,2719-5,1863-3
5458,2719-5,1925-9
5459,2719-5,2500-1
5460,2719-5,2500-22
5461,2719-5,2619-83
5462,2719-5,2648-14
5463,2719-5,2868-2
5464,2719-5,3439-36
5465,2719-5,4005-3
5466,2719-5,4050-5
5467,2719-5,4061-1
5468,2719-5,4350-1
5469,2733-1,4040-6
5470,2733-1,4263-5
5471,2760-3,1859-55
5472,2760-3,2349-1
5473,2760-3,2894-165
5474,2760-3,3144-1
5475,2760-3,3147-18
5476,2760-3,N35
5477,2769-1,953-36
5478,2769-1,953-62
5479,2769-1,1859-55
5480,2769-1,2349-1
5481,2769-1,2601-1
5482,2769-1,2719-5
5483,2769-1,2894-165
5484,2769-1,2894-209
5485,2769-1,3000-1
5486,2769-1,3144-1
5487,2769-1,3147-18
5488,2769-1,4005-3
5489,2769-1,4040-6
5490,2769-1,4120-2
5491,2769-1,N35
5492,2773-1,3492-5
5493,2773-1,N35
5494,2779-1,1863-3
5495,2779-1,1866-7
5496,2779-1,1925-9
5497,2779-1,1925-35
5498,1925-9,4384-1
5498,2779-1,2500-1
5499,2779-1,2648-14
5500,2779-1,2868-2
5501,2822-3,1928-14
5502,2822-3,2619-89
5503,2822-3,2894-165
5504,2822-3,3144-1
5505,2822-3,3147-18
5506,2822-3,N35
5507,2868-2,97-079 03 SSR
5508,2868-2,1311-4
5509,2868-2,1863-3
5510,2868-2,1866-7
5511,2868-2,1925-9
5512,2868-2,1925-35
5513,2868-2,2500-1
5514,2868-2,2500-22
5515,2868-2,2648-14
5516,2868-2,2719-5
5517,2868-2,3439-36
5518,2868-2,4005-3
5519,2868-2,4050-5
5520,2868-2,4384-1
5521,2868-2,NA
5522,2879-1B,848-6
5523,2879-1B,953-10
5524,2879-1B,2500-22
5525,2879-1B,2868-2
5526,2879-1B,4350-1
5527,2879-1B,4679-1
5528,2894-33,4040-6
5529,2894-33,0439-006
5530,2894-71,953-36
5531,2894-71,953-61
5532,2894-71,2879-1B
5533,2894-71,2894-209
5534,2894-71,3000-1
5535,2894-104,1859-55
5536,2894-104,1863-3
5537,2894-104,3386-1
5538,2894-104,3582-5
5539,2894-104,4005-3
5540,2894-104,4116-1
5541,2894-104,NA
5542,2894-131,2601-1
5543,2894-131,3000-1
5544,2894-131,4040-6
5545,2894-131,0439-006
5546,2894-165,953-36
5547,2894-165,2349-1
5548,2894-165,2733-1
5549,2894-165,2769-1
5550,2894-165,4263-5
5551,2894-209,1859-55
5552,2894-209,1863-3
5553,2894-209,2500-1
5554,2894-209,2648-14
5555,2894-209,2868-2
5556,2894-209,4040-6
5557,2894-209,4116-1
5558,2894-209,4760-1
5559,2894-209,N35
5560,2894-209,N35P
5561,2894-209,NA
5562,2912-3,848-6
5563,2912-3,953-10
5564,2912-3,1863-3
5565,2912-3,2349-1
5566,2912-3,2500-22
5567,2912-3,2719-5
5568,2912-3,2769-1
5569,2912-3,2894-165
5570,2912-3,3439-36
5571,2912-3,4350-1
5572,2920-4,848-6
5573,2920-4,2500-22
5574,2991-1,2894-165
5575,2991-1,4350-1
5576,3000-1,1859-55
5577,3000-1,1863-3
5578,3000-1,1925-9
5579,3000-1,1925-88
5580,3000-1,2769-1
5581,3000-1,2894-165
5582,3000-1,3144-1
5583,3000-1,3147-18
5584,3000-1,4040-6
5585,3000-1,N35
5586,3283-1,3492-5
5587,3372-3,NA
5588,3386-1,1863-3
5589,3386-1,2894-104
5590,3386-2,1863-3
5591,3386-2,2894-104
5592,3386-2,3000-1
5593,3386-2,3415-15
5594,3386-2,1863-3
5595,3386-2,3000-1
5596,3386-2,3415-15
5597,3415-15,1859-55
5598,3415-15,1863-3
5599,3420-1,735
5600,3439-36,97-079 03 SSR
5601,3439-36,953-10
5602,3439-36,953-36
5603,3439-36,1080-18
5604,3439-36,1252-1
5605,3439-36,1358-2
5606,3439-36,1863-3
5607,3439-36,1866-7
5608,3439-36,1925-9
5609,3439-36,1925-35
5610,3439-36,2349-1
5611,3439-36,2500-1
5612,3439-36,2500-22
5613,3439-36,2601-1
5614,3439-36,2719-5
5615,3439-36,2769-1
5616,3439-36,2779-1
5617,3439-36,2868-2
5618,3439-36,2894-209
5619,3439-36,3000-1
5620,3439-36,4005-3
5621,3439-36,4116-1
5622,3439-36,4384-1
5623,3439-36,NA
5624,3439-36,NA
5625,3439-36,Sulfur
5626,3439-38,97-079 03 SSR
5627,3439-38,1358-2
5628,3439-38,1925-9
5629,3439-38,4005-3
5630,3439-38,4040-6
5631,3439-38,4384-1
5632,3439-38,Sulfur
5633,3444-22,NA
5634,3492-5,953-10
5635,3492-5,953-61
5636,3492-5,1252-1
5637,3492-5,1519-1
5638,3492-5,2349-1
5639,3492-5,2500-1
5640,3492-5,2500-22
5641,3492-5,2868-2
5642,3492-5,2894-71
5643,3492-5,3144-1
5644,3492-5,3147-18
5645,3492-5,3444-28
5646,3492-5,3283-1
5647,3492-5,4005-3
5648,3492-5,4248-3
5649,3492-5,NA
5650,3575-4,2733-1
5651,3575-4,2894-165
5652,3575-4,2894-209
5653,3575-4,4040-6
5654,3582-2,1863-3
5655,3585-2,2894-104
5656,3582-2,3415-15
5657,4005-3,97-079 03 SSR
5658,4005-3,953-36
5659,4005-3,1358-2
5660,4005-3,1863-3
5661,4005-3,1866-7
5662,4005-3,1925-9
5663,4005-3,1925-35
5664,4005-3,2500-1
5665,4005-3,2500-22
5666,4005-3,2648-14
5667,4005-3,2719-5
5668,4005-3,2868-2
5669,4005-3,3439-36
5670,4005-3,4350-1
5671,4005-3,4384-1
5672,4005-3,Sulfur
5673,4038-3,953-10
5674,4040-6,2894-209
5675,4040-6,3000-1
5676,4050-5,2500-22
5677,4050-5,4061-1
5678,4050-5,4120-2
5679,4061-1,953-36
5680,4061-1,953-62
5681,4061-1,1080-18
5682,4061-1,1863-3
5683,4061-1,2500-22
5684,4061-1,2894-209
5685,4061-1,4050-5
5686,4061-1,4120-2
5687,4061-1,4350-1
5688,4091-3,2734-2
5689,4116-1,02-459
5690,4116-1,1033-6
5691,4116-1,1519-1
5692,4116-1,1859-55
5693,4116-1,1863-3
5694,4116-1,1866-7
5695,4116-1,1925-9
5696,4116-1,1925-35
5697,4116-1,1928-14
5698,4116-1,2500-1
5699,4116-1,2500-22
5700,4116-1,2648-14
5701,4116-1,2719-5
5702,4116-1,2779-1
5703,4116-1,2868-2
5704,4116-1,2894-209
5705,4116-1,3439-36
5706,4116-1,4005-3
5707,4116-1,4040-6
5708,4116-1,4295-3
5709,4116-1,L99-35
5710,4116-1,N35
5711,4116-1,N35P
5712,4116-1,N45
5713,4116-1,NA
5714,4120-1,338-1
5715,4120-1,848-6
5716,4120-1,953-10
5717,4120-1,2500-22
5718,4120-1,2868-2
5719,4120-1,4350-1
5720,4120-2,848-6
5721,4120-2,953-10
5722,4120-2,2500-22
5723,4120-2,4350-1
5724,4123-2,2894-165
5725,4123-2,2894-209
5726,4123-2,4040-6
5727,4123-2,4350-1
5728,4123-2,0439-006
5729,4194-7,2500-22
5730,4248-3,4270-3
5731,4263-2,953-61
5732,4263-2,2349-1
5733,4263-2,2769-1
5734,4263-2,2894-71
5735,4263-2,2894-165
5736,4263-2,2894-209
5737,4263-2,4040-6
5738,4263-2,4691-4
5739,4263-4,953-61
5740,4263-4,2879-1B
5741,4263-4,3000-1
5742,4263-4,4040-6
5743,4263-4,4120-1
5744,4263-5,2894-71
5745,4263-5,3000-1
5746,4263-5,Sulfur
5747,4263-6,N35
5748,4263-6,2894-165
5749,4263-6,2894-209
5750,4263-6,4120-1
5751,4270-3,953-36
5752,4270-3,2733-1
5753,4270-3,2894-209
5754,4270-3,4040-6
5755,4289-4,4005-3
5756,4295-3,1863-3
5757,4295-3,1925-9
5758,4295-3,2500-1
5759,4295-3,2648-1
5760,4295-3,3439-36
5761,4303-3,4040-6
5762,4307-1,2349-1
5763,4307-1,2769-1
5764,4307-1,N35
5765,4329-2,953-36
5766,4329-2,3000-1
5767,4350-1,848-6
5768,4350-1,953-62
5769,4350-1,2500-22
5770,4350-1,2734-2
5771,4350-1,2879-1B
5772,4350-1,4120-1
5773,4350-1,4120-2
5774,4350-1,4150-1
5775,4350-1,4485-3
5776,4384-1,1892-2
5777,4384-1,1925-9
5778,4384-1,2500-22
5779,4384-1,2719-5
5780,4384-1,4005-3
5781,4581-2,NA
5782,4586-3,NA
5783,4586-3,NA
5784,4703-1,1925-35
5785,4760-1,NA
5786,4863-13,NA
5787,4983-6,NA
5788,N35,1519-1
5789,N35,1925-9
5790,N35,1925-35
5791,N35,1928-14
5792,N35,1931-17
5793,N35,2601-1
