Code,Maternal,Paternal
9694-039,9157-001,OP
9694-062,9211-001,OP
9694-064,9211-001,OP
9694-065,9211-001,OP
9694-070,,
9695-024,9209-014,OP
9695-026,9209-014,OP
9695-029,9209-014,OP
9695-034,9209-014,OP
9698-011,9211-001,OP
9698-019,9211-001,OP
9699-011,,
97-079 ,03 SSR SDLG,
9704-007,9219-019,OP
9704-019,9219-019,OP
9704-023,9219-019,OP
9705-012,9330-008,OP
9705-018,9330-008,OP
9722-032,8550-014,OP ILL
9722-051,8550-014,OP ILL
9724-021,8948-001,OP
9724-031,8948-001,OP
9725-002,8948-001,OP ILL
9725-022,8948-001,OP ILL
9725-034,8948-001,OP ILL
9725-065,8948-001,OP ILL
9725-076,8948-001,OP ILL
9728-002,8967-009,OP
9729-037,8967-011,OP ILL
9729-101,8967-011,OP ILL
9729-126,8967-011,OP ILL
9729-158,8967-011,OP ILL
9729-167,8967-011,OP ILL
9729-169,8967-011,OP ILL
9732-006,9057-002,OP
9733-005,9057-004,OP
9750-002,9450-006,OP
9752-001,9453-002,OP
9753-001,9458-002,OP
9757-008,,
9757-015,,
9757-016,,
9779-010,8528-003,8407-043
9779-011,8528-003,8407-043
9779-014,8528-003,8407-043
9779-016,8528-003,8407-043
9781-001,,
9791-021,,
9791-023,,
9799-001,9404-001,8737-015
9799-003,9404-001,8737-015
97A-45,SSR SDLG,
9800-001,9404-001,9003-017
9802-010,1835-01V,6879-008
9802-013,1835-01V,6879-008
9802-014,1835-01V,6879-008
9802-018,1835-01V,6879-008
9804-004,,
9805-001,2894-104,N29
9808-004,6879-008,N29
9808-006,6879-008,N29
9808-010,6879-008,N29
9808-014,6879-008,N29
9808-016,6879-008,N29
9808-024,6879-008,N29
9808-039,6879-008,N29
9810-007,,
9810-008,,
9822-022,N28,6879-008
9822-046,N28,6879-008
9822-060,N28,6879-008
9823-001,N29,2894-104
9824-016,N29,6879-008
9824-032,N29,6879-008
9824-044,N29,6879-008
9824-086,N29,6879-008
9824-096,N29,6879-008
9824-100,,
9824-102,,
9824-104,,
9833-001,8924-007,8663-001
9840-002,8213-008,8967-011
9840-004,8213-008,8967-011
9851-012,8948-001,8998-002 possible self
9851-026,8948-001,8998-002 possible self
9851-035,8948-001,8998-002 possible self
9851-047,8948-001,8998-002 possible self
9851-063,8948-001,8998-002 possible self
9852-019,8948-001,self
9852-031,8948-001,self
9853-001,8965-001,8948-001
9854-001,8965-001,8967-011
9856-001,8965-001,9000-001
9857-002,8967-011,8948-001 possible self
9857-014,8967-011,8948-001 possible self
9863-001,8998-002,8948-001
9873-009,8705-028,8256-004
9875-001,7954-002,8767-004
9875-003,,
9877-001,7954-002,8842-070
9879-002,8226-084,8698-005
9881-002,,
9881-003,,
9883-004,,
9885-012,8842-040,7954-002
9900-001,8061-016,9000-001
9910-001,8998-004,8928-002
9914-001,9000-001,8834-004
9916-001,9001-001,8965-001
9919-001,8733-010,9032-010
9927-001,9032-010,8734-004
9929-001,9032-010,9034-001
9929-002,9032-010,9034-001
9930-002,9032-010,9045-003
9933-001,9045-003,8734-004
9936-002,9122-030,8734-004
9426-001,7462-024,OP Poly
9426-024,7462-024,OP Poly
9427-012,8107-003,OP ADV
9427-034,8107-003,OP ADV
9428-007,8217-028,OP ADV
9429-007,8226-071,OP CRW
9429-009,8226-071,OP CRW
9429-020,8226-071,OP CRW
9429-021,8226-071,OP CRW
9429-032,8226-071,OP CRW
9429-037,8226-071,OP CRW
9429-039,8226-071,OP CRW
9429-048,8226-071,OP CRW
9429-051,8226-071,OP CRW
9431-020,8824-011,OP
9432-001,8824-011,OP ADV
9432-003,8824-011,OP ADV
9433-011,8825-070,OP
9433-012,8825-070,OP
9435-003,8827-001,OP ADV
9435-013,8827-001,OP ADV
9435-020,8827-001,OP ADV
9435-024,8827-001,OP ADV
9435-037,8827-001,OP ADV
9437-001,8835-001,OP CRW
9437-003,8835-001,OP CRW
9437-007,8835-001,OP CRW
9437-017,8835-001,OP CRW
9437-023,8835-001,OP CRW
9439-009,8863-055,OP ADV
9439-012,8863-055,OP ADV
9439-034,8863-055,OP ADV
9443-035,8948-001,OP ADV
9444-008,8995-001,OP ADV
9444-023,8995-001,OP ADV
9444-028,8995-001,OP ADV
9445-017,9056-001,OP ADV
9446-011,9057-002,OP
9447-004,9057-004,OP
9448-004,9059-005,OP
9450-003,9061-014,OP
9453-010,9063-012,OP
9456-039,9080-025,OP
9458-013,9089-018,OP
9459-006,9090-005,OP
9461-011,9091-001,OP
9461-016,9091-001,OP
9465-001,9109-002,OP
9465-020,9109-002,OP
9465-024,9109-002,OP
9468-001,9110-064,OP
9469-037,9110-066,OP
9470-002,9110-071,OP
9470-024,9110-071,OP
9470-025,9110-071,OP
9470-035,9110-071,OP
9475-006,9113-030,OP
9475-007,9113-030,OP
9475-008,9113-030,OP
9475-009,9113-030,OP
9476-011,9114-025,OP
9476-016,9114-025,OP
9478-023,9122-022,OP
9478-027,9122-022,OP
9478-043,9122-022,OP
9479-003,9124-352,OP
9480-053,9125-036,OP
9480-082,9125-036,OP
9483-046,9128-029,OP
9484-004,9128-074,OP
9487-009,9133-010,OP
9487-018,9133-010,OP
9488-004,9134-007,OP
9491-018,9154-001,OP
9492-001,9170-006,OP
9492-006,9170-006,OP
9492-007,9170-006,OP
9494-029,9245-001,OP
9494-036,9245-001,OP
9494-070,9245-001,OP
9495-003,No Tag Red,OP
9495-006,No Tag Red,OP
9495-007,No Tag Red,OP
9495-011,No Tag Red,OP
9495-012,No Tag Red,OP
9495-013,No Tag Red,OP
9495-015,No Tag Red,OP
9499-006,Unk Purp Margin,OP
9499-010,Unk Purp Margin,OP
9502-002,8339-003,8839-017
9502-004,8339-003,8839-017
9504-008,8552-018,8839-008
9506-004,8839-008,8552-018
9506-005,8839-008,8552-018
9506-006,8839-008,8552-018
9506-008,8839-008,8552-018
9506-012,8839-008,8552-018
9507-001,8839-017,8552-018
9508-002,8894-018,8339-003
9509-002,8894-023,8339-003
9515-001,8827-019,10-275
9515-002,8827-019,10-275
9517-001,8856-006,10-275
9518-001,8856-019,10-275
9532-002,8061-016,8211-003
9532-004,8061-016,8211-003
9538-001,8229-001,8061-016
9538-002,8229-001,8061-016
9540-001,8558-004,8213-008
9543-007,8942-028,9000-001
9544-014,8995-001,9000-001
9546-001,8998-004,8956-029
9546-003,8998-004,8956-029
9547-001,9000-001,8558-004
9547-002,9000-001,8558-004
9558-002,8213-008,8223-003
9560-001,8213-008,8956-029
9560-002,8213-008,8956-029
9560-006,8213-008,8956-029
9563-002,8223-003,8942-029
9565-003,8519-009,8863-055
9574-002,8965-001,8948-001
9575-018,8967-011,8948-001
9578-013,8854-142,9034-001 (maybe self)
9578-022,8854-142,9034-001 (maybe self)
9578-025,8854-142,9034-001 (maybe self)
9604-010,8923-008,8948-001
9604-011,8923-008,8948-001
9608-002,8924-009,8937-001
9609-007,8924-009,8939-001
9609-012,8924-009,8939-001
9612-002,8937-002,8829-067
9619-052,8397-049,8729-001
9619-066,8397-049,8729-001
9625-001,8825-068,8924-010
9627-002,8828-052,8924-006
9627-003,8828-052,8924-006
9628-002,8828-052,9013-003
9628-003,8828-052,9013-003
9628-010,8828-052,9013-003
9628-013,8828-052,9013-003
9629-004,8856-006,8924-006
9629-006,8856-006,8924-006
9629-013,8856-006,8924-006
9630-007,8856-019,8924-010
9630-015,8856-019,8924-010
9630-026,8856-019,8924-010
9631-002,8924-006,8825-068
9633-001,8924-010,SELF
9635-001,9010-003,8729-001
9635-023,9010-003,8729-001
9635-024,9010-003,8729-001
9635-039,9010-003,8729-001
9635-040,9010-003,8729-001
9635-045,9010-003,8729-001
9635-046,9010-003,8729-001
9635-059,9010-003,8729-001
9635-060,9010-003,8729-001
9635-064,9010-003,8729-001
9635-065,9010-003,8729-001
9635-072,9010-003,8729-001
9635-075,9010-003,8729-001
9635-078,9010-003,8729-001
9637-013,9013-003 poss self,8924-010
9637-015,9013-003 poss self,8924-010
9637-019,9013-003 poss self,8924-010
9638-007,9013-003,SELF
9638-019,9013-003,SELF
9638-045,9013-003,SELF
9638-052,9013-003,SELF
9638-070,9013-003,SELF
9641-001,9025-002,8410-001
9643-001,7599-009,6543-001
9644-001,7205-010,7599-009
9644-004,7205-010,7599-009
9649-001,7599-009 poss self,OP
9650-001,7608-005,7205-010
9650-003,7608-005,7205-010
9650-005,7608-005,7205-010
9650-006,7608-005,7205-010
9650-007,7608-005,7205-010
9650-008,7608-005,7205-010
9651-001,6783-072,8226-078
9059-006,7189-097,OP SC Pur
9059-011,7189-097,OP SC Pur
9059-016,7189-097,OP SC Pur
9059-019,7189-097,OP SC Pur
9059-032,7189-097,OP SC Pur
9059-036,7189-097,OP SC Pur
9059-044,7189-097,OP SC Pur
9059-049,7189-097,OP SC Pur
9059-064,7189-097,OP SC Pur
9059-069,7189-097,OP SC Pur
9060-026,8104-004,OP
9060-041,8104-004,OP
9060-079,8101-004,OP CRW
9061-005,8107-003,OP Adv
9061-018,8107-003,OP ADV
9061-022,8107-003,OP Adv
9062-014,8213-004,OPILL
9062-034,8213-004,OPILL
9063-003,8339-003,OP Adv
9063-003,8339-003,OP ADV
9063-004,8339-003,OP ADV
9063-010,8339-003,OP Adv
9063-011,8339-003,OP Adv
9063-011,8339-003,OP ADV
9063-026,8339-003,OP ADV
9068-048,8524-050,OP
9068-054,8524-050,OP ADV
9071-003,8666-001,OP CRW
9074-005,8816-041,OP
9074-018,8816-041,OP
9080-071,8822-003,OP
9085-002,8823-001,OP Crw
9089-005,8824-011,OP
9089-011,8824-011,OP
9090-020,8824-037,OP
9091-006,8825-070,OP
9094-002,8828-015,OP
9102-004,8835-007,OP
9107-004,8842-010,OP
9109-011,8835-001,OP CRW
9110-111,8845-002,OP
9111-006,8843-015,OP
9112-016,8844-004,OP
9112-017,8844-004,OP
9112-022,8844-004,OP
9112-037,8844-004,OP
9112-048,8844-004,OP
9112-061,8844-004,OP
9112-066,8844-004,OP
9113-043,8845-002,OP
9113-049,8845-002,OP
9113-064,8845-002,OP
9113-068,8845-002,OP
9113-071,8845-002,OP
9114-026,8845-007,OP
9114-066,8845-007,OP
9114-094,8845-007,OP
9114-117,8845-007,OP
9114-122,8845-007,OP
9114-130,8845-007,OP
9114-147,8845-007,OP
9114-172,8845-007,OP
9114-178,8845-007,OP
9118-019,8854-017,OP
9120-008,8854-127,OP
9120-049,-,-
9120-051,-,-
9122-012,8861-041,OP
9124-041,8863-045,OP
9124-042,8863-045,OP
9124-158,8863-645,OP
9124-178,8863-045,OP
9124-253,8863-005,OP
9124-259,8863-045,OP
9124-270,8863-045,OP
9124-283,8863-045,OP
9124-313,8863-045,OP
9124-339,8863-045,OP
9124-342,8863-045,OP
9126-008,8863-068,OP
9126-015,8863-068,OP
9126-059,8863-068,OP
9127-034,8863-072,OP
9127-037,8863-072,OP
9127-058,8863-072,OP
9127-098,8863-072,OP
9127-165,8863-072,OP
9128-003,8864-001,OP
9128-016,8864-001,OP
9128-022,8864-001,OP
9128-025,8864-001,OP
9128-076,8864-001,OP
9128-121,8864-001,OP
9128-122,8864-001,OP
9128-139,8864-001,OP
9128-155,8864-001,OP
9128-197,8864-001,OP
9128-198,8864-001,OP
9128-211,8864-001,OP
9128-228,8864-001,OP
9128-256,8864-001,OP
9128-264,8864-001,OP
9128-264,8864-001,OP
9128-292,8864-001,OP
9128-331,8864-001,OP
9128-403,8864-001,OP
9128-416,8864-001,OP
9128-422,8864-001,OP
9128-434,8864-001,OP
9128-443,8864-001,OP
9129-012,8864-033,OP
9130-002,8864-037,OP
9130-005,8864-037,OP
9131-023,8866-001,OP
9132-004,8870-014,OP
9133-015,8894-013,OP
9134-001,8894-023,OP
9134-003,8894-023,OP
9134-014,8894-023,OP
9134-017,8894-023,OP
9134-017,8894-023,OP
9135-003,8895-001,OP
9136-008,8927-009,OP
9137-001,8934-004,OP
9138-015,8961-001,OP
9141-013,8986-004,OP
9142-002,8992-001,OP
9142-025,8992-001,OP
9142-043,8892-001,OP
9144-002,9033-049,OP
9145-049,SH LIME,OP ADV
9146-003,8107-003,8105-002
9148-010,8511-032,8647-001
9153-004,8571-002,8107-003
9153-005,8571-002,8107-003
9154-001,8571-002,8664-015
9157-001,8571-040,8652-012
9160-002,8600-039,8107-003
9160-009,8600-039,8107-003
9166-003,8652-012,8107-003
9170-001,8864-015,8571-002
9170-005,8864-015,8571-002
9171-001,8664-015,8652-012
9174-005,8720-027,8568-001
9174-007,8720-027,8568-001
9174-008,8720-027,8508-001
9174-013,8720-027,8568-001
9186-009,8864-001,Self
9186-014,8864-001,Self
9186-016,8864-001,Self
9188-009,8923-013,8844-004
9189-002,8924-009,8829-067
9191-001,8924-009,8937-001
9193-008,8927-004,8864-001
9197-003,4001-008,8505-025
9198-003,7193-004,7893-002
9199-001,7193-004,8505-022
9208-005,2894-018,N28
9209-001,0879-008,1835-IV
9209-010,6879-008,1835-01V
9209-014,6879-008,1835-01V
9209-015,6879-008,1835-01V
9211-001,6879-008,N28
9218-001,N29,1835-01V
9229-001,8211-003,8944-017
9230-001,8213-008,8229-001
9230-008,8447-002,8437-001
9234-030,8524-003,8211-003
9234-030,8524-003,8211-003
9235-015,8524-003,8555-004
9235-017,8524-003,8555-004
92424-001,8550-033,8059-024
9245-017,8550-033,8371-022
9248-007,8555-004,8588-004
9261-001,8998-004,8956-027
9262-004,6176-002,8671-044
9264-001,7570-011,8519-010
9267-002,8223-003,8671-022
9267-003,8223-003,8671-022
9276-001,8519-009,8671-044
9277-002,8519-009,8863-055
9284-012,8520-027,8671-022
9284-028,8520-027,8671-022
9288-002,8571-022,6176-002
9288-003,8571-022,6176-002
9300-003,8948-001,8965-001
9301-006,8948-001,8967-011
9308-002,8967-015,8948-001
9309-001,8410-001,8408-036
9324-003,10-275,8061-016
9325-004,10-275,8211-003
9326-003,10-275,8229-001
9337-001,P09-089,8558-004
9340-001,7205-010,7599-009
9345-001,7608-005,7205-010
9345-003,7608-005,7205-010
9351-001,8171-005,7599-009
9370-001,8208,2894-104
9380-001,8023-009,8148-014
9397-001,8825-068,8397-040
9399-001,8825-068,8924-010
9403-002,8856-006,8921-006
9408-002,9010-003,8729-001
9412-001,9013-003,8921-010
9412-009,9013-003,8921-010
9412-013,9013-003,8924-010
9412-014,9013-001,8924-010
9417-001,8513-002,8765-001
9418-002,8550-001,8513-002
9419-001,8550-001,8756-001
9412-002,9013-003,8924-010
9412-004,9013-003,8924-010
9668-001,,
8813-026,2779-001,OP Ill
8816-004 or 064,4626-002,OP SC Pur
8816-061,4626-002,OP SC Pur
8819-005,7189-097,OP SC Pur
8819-007,7189-097,OP SC Pur
8819-012,7189-097,OP SC Pur
8819-025,7189-097,OP SC Pur
8819-039,7189-097,OP SC Pur
8819-040,7189-097,OP SC Pur
8819-052,7189-097,OP SC Pur
8819-077,7189-097,OP SC Pur
8821-026,8101-004,OP CRW
8821-038,8101-004,OP CRW
8821-046,8101-004,OP CRW
8821-064,8101-004,OP CRW
8821-065,8101-004,OP CRW
8822-068,8107-001,OP CRW
8823-003,8107-003,OP CRW
8823-016,8107-003,OP CRW
8823-019,8107-003,OP CRW
8823-030,8107-003,OP CRW
8823-043,8107-003,OP CRW
8823-051,8107-003,OP CRW
8823-072,8107-003,OP CRW
8823-080,8107-003,OP CRW
8823-093,8107-003,OP CRW
8823-101,8107-003,OP CRW
8824-016,8226-013,OP
8824-019,8226-013,OP
8824-035,8226-013,OP
8825-001,8226-013,OP SC Pur
8825-038,8226-013,OP SC Pur
8825-068,8226-013,OPSC Pur
8825-068,8226-013,OP SC Pur
8825-082,8226-013,OPSC Pur
8825-084,8226-013,OP SC Pur
8825-092,8226-013,OP SC Pur
8825-099,8226-013,OPSC Pur
8825-104,8226-013,OP SC Pur
8825-106,8226-013,OP SC Pur
8825-111,8226-013,OPSC Pur
8825-133,8226-013,OP SC Pur
8825-136,8226-013,OPSC Pur
8826-010,8226-033,OP
8826-014,8226-033,OP
8826-015,8226-033,OP
8826-066,8226-033,OP
8826-106,8226-033,OP
8826-107,8226-033,OP
8827-019,8226-011,OP
8827-037,8226-011,OP
8828-022,8226-071,OP CRW
8828-029,8226-071,OP CRW
8828-034 with star,8226-071,OP CRW
8828-052,8226-071,OP CRW
8828-060,8226-071,OP CRW
8829-010,8231-024,OP SC Pur
8829-057,8231-024,OP SC Pur
8829-067,8231-024,OP SC Pur
8829-082,8231-024,OP SC Pur
8835-021,8251-014,OP CRW
8835-051,8251-014,OP CRW
8835-053,8251-014,OP CRW
8837-011,8268-022,OP
8838-006,8298-004,OP CRW
8838-013,8298-004,OP CRW
8838-018,8298-004,OP CRW
8838-018,8298-004,OP CRW
8839-008,8505-025,OP
8839-017,8505-025,OP
8839-021,8505-025,OP
8840-004,8506-002,OP
8841-004,8507-074,OP
8843-001,8512-002,OP
8843-008,8512-002,OP
8843-009,8512-002,OP
8846-006,8522-002,OP
8846-008,8522-002,OP
8848-004,8522-007,OP
8848-016,8522-007,OP
8848-019,8522-007,OP
8851-004,8524-064,OP
8851-015,8524-064,OP
8852-021,8524-086,OP
8853-027,8524-095,OP
8853-031,8524-095,OP
8854-041,8538-004,OP
8854-077,8538-004,OP
8854-100,8538-004,OP
8854-102,8538-004,OP
8854-131,8538-004,OP
8854-131,8538-004,OP
8856-006,8548-010,OP
8856-019,8548-010,OP
8861-061,8550-004,OP
8862-002,8566-007,OP
8863-057,8570-008,OP
8866-002,8571-040,OP
8866-010,8571-040,OP
8868-005,8587-034,OP
8876-001,159,7670-007
8881-001,6738-042,7601-001
8890-002,7893-002,7193-004
8890-007,7893-002,7193-004
8894-001,8081-006,7193-004
8894-002,8081-006,7193-004
8894-005,8081-006,7193-004
8894-009,8081-006,7193-004
8894-018,8081-006,7193-004
8900-001,8303-014,159
8910-007,4782-001,3444-022
8910-016,4782-001,3444-022
8919-002,MD253,4040-006
8923-006,8107-003,7570-011
8923-008,8107-003,7570-011
8923-009,8107-003,7570-011
8923-013,8107-003,7570-011
8924-006,8107-003,8105-002
8924-008,8107-003,8105-002
8924-009,8107-003,8105-002
8927-004,8298-004,8299-023
8927-011,8298-004,8299-023
8929-001,8393-007,8187-003
8934-002,8571-002,8664-015
8936-001 star No tag,8571-008,8600-039
8937-001,8600-039,8107-003
8937-002,8600-039,8107-003
8941-002,6783-010,7570-011
8941-008,6783-010,7570-011
8942-001,6783-010,8211-001
8942-005,6783-010,8211-001
8942-009,6783-010,8211-001
8942-013,6783-010,8211-001
8942-029,6783-010,8211-001
8942-038,6783-010,8211-001
8942-044,6783-010,8211-001
8942-052,6783-010,8211-001
8942-058,6783-010,8211-001
8942-109,6783-010,8211-001
8944-007,7003-003,7010-005
8944-015,7003-003,7010-005
8944-018,7003-003,7010-005
8949-001,7010-005,8316-001
8950-003,7570-011,8211-001
8950-016,7570-011,8211-001
8950-020,7570-011,8211-001
8950-021,7570-011,8211-001
8950-024,7570-011,8211-001
8950-030,7570-011,8211-001
8950-037,7570-011,8211-001
8950-052,7570-011,8211-001
8951-001,7570-011,8519-010
8956-006,8061-016,8211-001
8956-024,8061-016,8211-001
8956-027,8061-016,8211-001
8956-028,8061-016,8211-001
8956-029,8061-016,8211-001
8957-009,8211-001,6783-010
8957-011,8211-001,6783-010
8958-007,8211-017,Self
8958-040,8211-017,Self
8967-001,8236-001,7003-003
8967-015,8236-006,7003-003
8967-019,8236-006,7003-003
8976-001,8519-003,7570-011
8978-002,8519-009,6176-002
8980-005,8519-009,8671-022
8981-001,8520-014,8522-007
8986-007,8524-003,8555-004
8995-001,8555-004,8524-003
9001-005,6938-001,8304-004
9002-023,7670-007,6776-004
9002-026,7670-007,6776-004
9002-041,7670-007,6776-004
9003-008,7670-007,8405-014
9003-009,7670-007,8405-014
9003-017,7670-007,8405-014
9004-007,7670-007,8412-001
9007-021,8124-001,8351-022
9007-034,8124-001,8351-022
9010-003,8148-035,8124-001
9012-001,8226-084,8303-014
9013-002,8226-084,8303-021
9013-003,8226-084,8303-021
9013-004,8226-084,8303-021
9016-004,8351-022,8035-008
9017-011,8366-005,8124-001
9019-001,8393-011,7051-040
9024-011,8397-049,8351-022
9031-013,6938-001,6776-004
9031-031,6938-001,6776-004
9033-001,7051-040,8035-008
9033-008,7051-040,8035-008
9033-053,7051-040,8035-008
9034-003,8022-001,8035-008
9034-011,8022-001,8035-008
9039-001,8405-014,8035-008
9045-001,8412-001,8408-036
8494-030,2779-001,OP HLF
8494-030,2779-001,OP HFL
8494-034,2779-001,OP HLF
8494-034,2779-001,OP HFL
8494-035,2779-001,OP HLF
8494-035,2779-001,OP HFL
8494-042,2779-001,OP HLF
8494-042,2779-001,OP HFL
8494-122,4718-002,OP HLF
8495-001,4626-002,OP PF
8495-002,4626-002,OP PF
8495-016,4626-002,OP PF
8495-018,4626-002,OP PF
8497-010,4718-002,OP
8497-025,4718-002,OP
8497-063,4718-002,OP
8497-079,4718-002,OP
8497-118,4718-002,OP HLF
8497-118,4718-002,OP HFL
8497-120,4718-002,OP HLF
8497-120,4718-002,OP HFC
8497-122,4718-002,OP HFC
8497-124,4718-002,OP HLF
8497-124,4718-002,OP HFC
8497-127,4718-002,OP
8497-127,4718-002,OP
8497-134,4718-002,OP HLF
8497-134,4718-002,OP AFL
8497-137,4718-002,OP HLF
8497-137,4718-002,OP AFL
8498-010,5309-019,OP VAR
8502-012,6923-005,OP VAR
8502-012,6923-005,OP VAR
8502-018,6923-005,OP VAR
8502-018,6923-005,OP VAR
8502-020,6923-005,OP VAR
8502-020,6923-005,OP VAR
8505-003,6974-012,OP RAV
8505-003,6974-012,OP RAV
8505-004,6974-012,OP RAV
8505-004,6974-012,OP RAV
8505-011,6974-012,OP RAV
8505-011,6974-012,OP RAV
8505-013,6974-012,OP RAV
8506-010,7044-036,OP ADV
8507-001,7185-016,OP RAV
8507-001,7185-016,OP RAV
8507-005,7185-016,OP RAV
8507-005,7185-016,OP RAV
8507-019,7185-016,OP RAV
8507-028,7185-016,OP RAV
8507-049,7185-016,OP RAV
8507-049,7185-016,OP RAV
8507-063,7185-016,OP RAV
8507-065,7185-016,OP RAV
8507-071,7185-016,OP RAV 
8507-073,7185-016,OP RAV
8508-003,7185-020,OP RAV
8508-004,7185-020,OP RAV
8509-024,7246-007,OP RAV
8509-033,7246-007,OP RAV
8509-046,7246-007,OP RAV
8511-012,7402-078,OP ADV
8511-013,7402-078,OP ADV
8512-007,7420-218,OP
8512-010,7420-218,OP
8513-002,7420-332,OP
8514-016,7462-024,OP VAR
8514-016,7462-024,OP VAR
8516-009,7465-125,OP VAR
8516-009,7465-125,OP VAR
8519-014,7820-001,OP ILL
8519-023,7820-001,OP ILL
8520-017,7820-001,OP/ OP ILL
8520-018,7820-001,OP/OP ILL
8522-006,7828-002,OP
8522-008,7828-002,OP
8522-008,7828-002,OP
8524-033,7840-059,OP ADV
8524-049,7840-059,OP ADV
8524-054,7840-059,OP ADV
8524-076,7840-059,OP ADV
8524-079,7840-059,OP ADV
8524-088,7840-059,OP ADV
8524-117,7840-059,OP ADV
8528-004,8124-001,OP BEW
8528-010,8124-001,OP BEW
8535-024,8217-019,OP
8535-024,8217-019,OP
8537-013,8217-039,OP
8542-010,8226-013,OP
8542-016,8226-013,OP
8542-019,8226-013,OP
8542-021,8226-013,OP
8544-001,8226-052,OP
8544-005,8226-052,OP
8544-015,8226-052,OP
8544-016,8226-052,OP
8546-002,8226-056,OP
8546-005,8226-056,OP
8546-006,8226-056,OP
8547-016,8226-059,OP
8548-008,8226-071,OP
8550-012,8228-020,OP
8550-020,8228-020,OP
8550-022,8228-020,OP
8550-040,8228-020,OP
8551-016,8231-024,OP
8552-018,8238-019,OP
8552-022,8238-019,OP
8553-002,8293-004,OP
8554-021,8239-007,OP
8554-025,8239-007,OP
8554-030,8239-007,OP
8556-005,8241-009,OP
8556-006,8241-009,OP
8556-009,8241-009,OP
8557-005,8243-035,OP
8558-004,8243-043,OP
8558-006,8243-043,OP
8562-003,8246-013,OP
8565-006,8247-001,OP
8565-012,8247-001,OP
8565-016,8247-001,OP
8567-001,8249-009,OP
8567-004,8249-009,OP
8567-004,8249-009,OP
8569-001,8251-014,OP
8569-005,8251-014,OP
8569-009,8251-014,OP
8570-007,8251-040,OP
8571-051,8268-007,OP
8571-052,8268-007,OP
8571-053,8268-007,OP
8573-013,8271-014,OP
8573-018,8271-014,OP
8573-023,8271-014,OP
8574-003,8271-030,OP
8574-007,8271-030,OP
8574-007,8271-030,OP
8574-010,8271-030,OP
8574-013,8271-030,OP
8574-013,8271-030,OP
8574-015,8271-030,OP
8574-018,8271-030,OP
8574-024,8271-030,OP
8574-024,8271-030,OP
8574-027,8271-030,OP
8575-003,8277-001,OP
8575-003,8277-001,OP
8576-006,8283-003,OP
8576-006,8283-003,OP
8576-007,8283-003,OP
8576-007,8283-003,OP
8576-010,8283-003,OP
8576-010,8283-003,OP
8576-014,8283-003,OP
8576-014,8283-003,OP
8576-015,8283-003,OP
8576-015,8283-003,OPP
8576-019,8283-003,OP
8576-019,8283-003,OPP
8576-021,8283-003,OP
8576-021,8283-003,OPP
8578-004,8287-006,OP
8581-010,8339-003,OP
8581-010,8339-003,OP
8582-004,8339-006,OP
8582-008,8339-006,OP
8582-008,8339-006,OP
8582-009,8339-006,OP
8582-009,8339-006,OP
8582-013,8339-006,OP
8583-017,8339-012,OP
8583-020,8339-012,OP
8586-007,8345-010,OP
8586-020,8345-010,OP
8587-005,8346-015,OP
8587-008,8346-015,OP
8587-020,8346-015,OP
8587-030,8346-015,OP
8587-035,8346-015,OP
8587-036,8346-015,OP
8588-005,8361-014,OP
8589-002,8361-031,OP
8590-001,SC RAVEN,OP ADV
8590-010,SC RAVEN,OP ADV
8590-020,SC RAVEN,OP ADV
8590-024,SC RAVEN,OP ADV
8590-034,SC Raven,OP ADV
8590-034,SC Raven,OP ADV
8590-056,SC RAVEN,OP ADV
8590-056,SC RAVEN,OP ADV
8595-001,159,8213-024
8600-008,6865-003,7794-001
8600-016,6865-003,7794-001
8600-025,6865-003,7794-001
8600-026,6865-003,7794-001
8600-042,6865-003,7794-001
8605-001,7189-090,7205-010
8606-001,7193-004,7893-002
8606-001,7193-004,7893-002
8610-001,7570-011,159
8610-001,7570-011,159
8617-001,7794-001,8044-116
8622-002,7819-010,7794-001
8629-001,7893-002,7051-032
8636-001,8226-084,159
8644-001,7137-001,8110-001
8652-001,8102-001,7794-001
8652-008,8102-001,7794-001
8652-010,8102-001,7794-001
8652-011,8102-001,7794-001
8658-007,8107-001,7794-001
8663-007,8268-007,8299-023
8664-013,8298-004,8299-023
8665-004,8299-023,self
8671-012,6783-010,8211-001
8671-015,6783-010,8211-001
8687-004,8211-017,SELF
8695-001,6776-004,7670-007
8696-010,6829-002,8133-005
8704-003,7413-010,8124-001
8704-004,7413-010,8124-001
8704-012,7413-010,8124-001
8705-028,7502-018,7051-001
8705-035,7502-018,7501-001
8708-001,7670-007,8412-001
8709-003,8124-001,8133-005
8711-022,8124-001,8351-002
8711-028,8124-001,8351-022
8711-032,8124-001,8351-022
8711-033,81244-001,8351-022
8711-040,8124-001,8351-022
8711-040,8124-001,8351-022
8715-001,8133-005,7502-018
8715-003,8133-005,7502-018
8717-013,8147-002,8124-001
8718-002,8148-005,8124-001
8720-009,8148-006,8124-001
8720-019,8148-006,8124-001
8720-025,8148-006,8124-001
8720-027,8148-006,8124-001
8720-028,8148-006,8124-001
8724-002,8161-002,8148-006
8728-001,8226-084,8303-021
8728-002,8226-084,8303-021
8729-001,8304-004,8124-001
8730-004,8351-022,6776-004
8734-002,5781-001,8035-008
8734-008,5181-001,8035-008
8736-012,6938-001,6776-004
8736-018,6938-001,6776-004
8736-020,6938-001,6776-004
8736-021,6938-001,6776-004
